model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
80,sysml_model_0080,unknown,official,A+,data/000080/000080.sysml,data/000080/000080.txt,4,66.3,65.3,,,69.5,8.4,Not Ready,29.4,0.0,0.0,2.5,6.3,N/A,22.9,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
81,sysml_model_0081,unknown,official,A+,data/000081/000081.sysml,data/000081/000081.txt,1,0,0,,,0,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,6.1,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
82,sysml_model_0082,automotive,official,A+,data/000082/000082.sysml,data/000082/000082.txt,3,56,51.7,71,37.6,57,56.1,Behavior-Partially Ready,67.1,53.8,61.6,39.5,45.5,100.0%,56.1,research or refactoring candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
83,sysml_model_0083,automotive,official,A+,data/000083/000083.sysml,data/000083/000083.txt,3,64.6,67.3,76.9,37.9,64.2,66.1,Behavior-Partially Ready,77.9,67.7,61.7,54.5,61.4,100.0%,65.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
84,sysml_model_0084,automotive,official,A+,data/000084/000084.sysml,data/000084/000084.txt,1,23.5,21.9,,24,26.4,16.4,Not Ready,45.1,0.0,0.0,15.0,28.5,N/A,18.3,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
85,sysml_model_0085,automotive,official,A+,data/000085/000085.sysml,data/000085/000085.txt,4,70.9,68.4,74.2,65.7,74.3,49.2,Mostly Structural,70.0,37.3,37.7,44.0,63.4,100.0%,54.8,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
86,sysml_model_0086,automotive,official,A+,data/000086/000086.sysml,data/000086/000086.txt,2,43.9,54,44.1,17.1,46.2,93.2,SENTINEL-Ready,100.0,85.7,87.9,100.0,98.2,99.2%,80.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
87,sysml_model_0087,automotive,official,A+,data/000087/000087.sysml,data/000087/000087.txt,4,80.8,79.7,98,52.3,81.2,67.1,Behavior-Partially Ready,78.8,63.8,55.2,78.5,58.6,100.0%,70.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
88,sysml_model_0088,automotive,official,A+,data/000088/000088.sysml,data/000088/000088.txt,5,86.4,84.5,87.2,,88.7,65.0,Behavior-Partially Ready,65.9,67.5,61.1,70.0,59.2,100.0%,70.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
89,sysml_model_0089,automotive,official,A+,data/000089/000089.sysml,data/000089/000089.txt,3,61.3,55.3,,75.2,61.1,8.3,Not Ready,30.7,0.0,0.0,0.0,6.0,N/A,21.6,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
90,sysml_model_0090,automotive,official,A+,data/000090/000090.sysml,data/000090/000090.txt,5,94.6,90.9,100,92,95.4,87.4,SENTINEL-Ready,70.0,100.0,94.0,90.0,78.8,100.0%,89.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
91,sysml_model_0091,automotive,official,A+,data/000091/000091.sysml,data/000091/000091.txt,5,92.6,87.9,100,88.9,93.5,59.7,Behavior-Partially Ready,67.1,63.8,55.2,46.0,62.7,100.0%,68.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
92,sysml_model_0092,automotive,official,A+,data/000092/000092.sysml,data/000092/000092.txt,3,51.9,52.7,60.8,55.5,38.6,62.9,Behavior-Partially Ready,58.9,71.3,58.4,69.0,53.6,100.0%,60.0,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
93,sysml_model_0093,automotive,official,A+,data/000093/000093.sysml,data/000093/000093.txt,4,74,70.8,100,55.5,61.5,16.3,Not Ready,52.9,0.0,0.0,0.0,30.8,N/A,31.0,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
94,sysml_model_0094,automotive,official,A+,data/000094/000094.sysml,data/000094/000094.txt,3,56.8,68.2,100,0,28.7,75.6,Simulation-Ready,73.6,75.0,74.9,93.0,58.1,100.0%,70.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
95,sysml_model_0095,automotive,official,A+,data/000095/000095.sysml,data/000095/000095.txt,1,0,0,,,0,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,6.1,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
96,sysml_model_0096,automotive,official,A+,data/000096/000096.sysml,data/000096/000096.txt,2,42.9,42.9,,,42.9,8.2,Not Ready,29.4,0.0,0.0,2.5,4.3,N/A,16.9,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
97,sysml_model_0097,automotive,official,A+,data/000097/000097.sysml,data/000097/000097.txt,1,0,0,,,0,8.9,Not Ready,32.2,0.0,0.0,2.5,4.5,N/A,6.7,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
98,sysml_model_0098,automotive,official,A+,data/000098/000098.sysml,data/000098/000098.txt,4,67.3,66.3,,78.8,58.3,13.7,Not Ready,46.2,0.0,0.0,7.5,10.2,N/A,27.1,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
99,sysml_model_0099,automotive,official,A+,data/000099/000099.sysml,data/000099/000099.txt,4,71.2,72,,67.5,73.1,11.7,Not Ready,40.0,0.0,0.0,0.0,17.2,N/A,26.8,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
100,sysml_model_0100,automotive,official,A+,data/000100/000100.sysml,data/000100/000100.txt,4,73.5,73.8,100,65.5,48.9,54.8,Mostly Structural,46.1,67.5,52.6,60.0,42.8,100.0%,59.3,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
101,sysml_model_0101,automotive,official,A+,data/000101/000101.sysml,data/000101/000101.txt,3,65.7,78.6,60.7,47.8,64,14.4,Not Ready,46.8,0.0,0.0,0.0,27.4,N/A,27.5,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
102,sysml_model_0102,automotive,official,A+,data/000102/000102.sysml,data/000102/000102.txt,4,81.6,66.5,97.9,94,77.4,48.0,Mostly Structural,47.1,63.8,38.2,53.5,26.8,100.0%,56.1,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
103,sysml_model_0103,software,official,A+,data/000103/000103.sysml,data/000103/000103.txt,3,64.6,62.6,62,67.5,68.6,55.7,Behavior-Partially Ready,49.8,63.8,57.3,56.0,45.4,100.0%,57.8,research or refactoring candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
104,sysml_model_0104,automotive,official,A+,data/000104/000104.sysml,data/000104/000104.txt,4,67.3,65.3,100,41,50.5,9.2,Not Ready,33.9,0.0,0.0,0.0,7.5,N/A,23.8,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
105,sysml_model_0105,automotive,official,A+,data/000105/000105.sysml,data/000105/000105.txt,3,56.6,67.8,,41,47,10.9,Not Ready,35.4,0.0,0.0,5.0,12.9,N/A,22.4,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
106,sysml_model_0106,automotive,official,A+,data/000106/000106.sysml,data/000106/000106.txt,4,66.9,60,,86,63.4,12.8,Not Ready,42.4,0.0,0.0,10.0,7.1,N/A,26.3,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
107,sysml_model_0107,automotive,official,A+,data/000107/000107.sysml,data/000107/000107.txt,5,86.2,83,90.9,80.1,89.4,78.1,Simulation-Ready,70.0,96.3,73.3,85.0,54.7,100.0%,79.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
108,sysml_model_0108,automotive,official,A+,data/000108/000108.sysml,data/000108/000108.txt,4,73.8,68.5,94,67.5,63,15.3,Not Ready,46.8,0.0,0.0,15.0,13.9,N/A,29.9,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
109,sysml_model_0109,automotive,official,A+,data/000109/000109.sysml,data/000109/000109.txt,3,53.8,57.8,54.7,45.6,52.3,21.0,Not Ready,59.6,0.0,0.0,27.5,19.6,N/A,29.1,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
110,sysml_model_0110,industrial,official,A+,data/000110/000110.sysml,data/000110/000110.txt,2,28.8,27.3,,,33.3,12.4,Not Ready,36.9,0.0,0.0,12.5,12.6,N/A,16.5,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
111,sysml_model_0111,automotive,official,A+,data/000111/000111.sysml,data/000111/000111.txt,3,58.4,63.8,,51.2,53.5,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,21.8,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
112,sysml_model_0112,automotive,official,A+,data/000112/000112.sysml,data/000112/000112.txt,5,84.7,77.1,100,77.3,83.2,46.8,Mostly Structural,47.1,63.8,38.2,46.0,26.7,100.0%,56.1,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
113,sysml_model_0113,automotive,official,A+,data/000113/000113.sysml,data/000113/000113.txt,5,84.7,77.1,100,77.3,83.2,46.8,Mostly Structural,47.1,63.8,38.2,46.0,26.7,100.0%,56.1,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
114,sysml_model_0114,automotive,official,A+,data/000114/000114.sysml,data/000114/000114.txt,3,50.8,54.1,,51.2,42.9,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,19.9,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
115,sysml_model_0115,automotive,official,A+,data/000115/000115.sysml,data/000115/000115.txt,3,55.8,60.5,,51.2,50,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,21.2,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
116,sysml_model_0116,automotive,official,A+,data/000116/000116.sysml,data/000116/000116.txt,3,55.8,60.5,,51.2,50,9.2,Not Ready,31.8,0.0,0.0,5.0,5.1,N/A,20.9,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
117,sysml_model_0117,electronics,official,A+,data/000117/000117.sysml,data/000117/000117.txt,4,82.3,67.8,100,86,81,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,60.4,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
118,sysml_model_0118,electronics,official,A+,data/000118/000118.sysml,data/000118/000118.txt,4,76.4,55.6,100,86,73.9,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,58.9,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
119,sysml_model_0119,electronics,official,A+,data/000119/000119.sysml,data/000119/000119.txt,4,79.9,64,100,86,76.3,52.5,Mostly Structural,67.4,58.8,36.1,59.0,30.8,100.0%,59.1,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
120,sysml_model_0120,electronics,official,A+,data/000120/000120.sysml,data/000120/000120.txt,4,76.4,55.6,100,86,73.9,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,58.9,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
121,sysml_model_0121,electronics,official,A+,data/000121/000121.sysml,data/000121/000121.txt,4,76.4,55.6,100,86,73.9,56.5,Behavior-Partially Ready,72.1,57.5,39.8,68.5,38.9,100.0%,61.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
122,sysml_model_0122,electronics,official,A+,data/000122/000122.sysml,data/000122/000122.txt,4,78.8,56.6,98.8,87.9,82.7,45.4,Mostly Structural,49.9,57.5,41.9,33.5,30.8,100.0%,53.7,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
123,sysml_model_0123,electronics,official,A+,data/000123/000123.sysml,data/000123/000123.txt,4,72.7,42.9,98.8,87.9,76.9,45.4,Mostly Structural,49.9,57.5,41.9,33.5,30.8,100.0%,52.2,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
124,sysml_model_0124,electronics,official,A+,data/000124/000124.sysml,data/000124/000124.txt,3,56.6,52.1,,67.5,55.8,10.4,Not Ready,37.7,0.0,0.0,0.0,9.8,N/A,22.0,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
125,sysml_model_0125,energy,official,A+,data/000125/000125.sysml,data/000125/000125.txt,3,53.6,40.5,47,100,50.2,45.1,Mostly Structural,44.4,53.8,41.4,45.5,33.7,100.0%,47.1,research or refactoring candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
126,sysml_model_0126,energy,official,A+,data/000126/000126.sysml,data/000126/000126.txt,4,72.8,72.8,61,91.3,74.1,67.3,Behavior-Partially Ready,46.3,74.9,70.6,94.9,51.5,99.6%,68.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
127,sysml_model_0127,automotive,official,A+,data/000127/000127.sysml,data/000127/000127.txt,2,43.9,30,44,73.5,44.8,67.0,Behavior-Partially Ready,50.0,77.4,69.6,89.9,42.6,99.3%,60.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
128,sysml_model_0128,electronics,official,A+,data/000128/000128.sysml,data/000128/000128.txt,3,58.7,17.6,87.9,86,67.8,58.1,Behavior-Partially Ready,51.3,70.0,55.8,65.5,40.4,100.0%,58.0,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
129,sysml_model_0129,electronics,official,A+,data/000129/000129.sysml,data/000129/000129.txt,4,69.1,59.8,,90,68.8,10.8,Not Ready,36.8,0.0,0.0,5.0,9.0,N/A,25.4,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
130,sysml_model_0130,software,official,A+,data/000130/000130.sysml,data/000130/000130.txt,3,47,45.1,45.5,,52.5,55.1,Behavior-Partially Ready,34.5,74.8,53.6,74.8,31.3,99.0%,52.6,specialized candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
131,sysml_model_0131,software,official,A+,data/000131/000131.sysml,data/000131/000131.txt,3,58.6,58.2,41,86,61.4,38.1,Mostly Structural,37.4,53.8,34.0,32.0,19.8,100.0%,43.1,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
132,sysml_model_0132,automotive,official,A+,data/000132/000132.sysml,data/000132/000132.txt,1,22.7,15.8,27.3,27.3,24.5,50.1,Mostly Structural,65.0,53.8,42.6,39.5,38.1,100.0%,43.2,low priority,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
